GRP,ITEMID,ITEMDESC,WHCode,WHName,WHRegion,Desc3,ItemOrder1,ItemOrder2,ClipBd,Company,QtyOnHand,QtyOnPO,QtyOnSO,QtyAvailable
Bungs,I700253,Silicone Bung D27 for 20L Barrel,MEL01,Melbourne Warehouse,VIC,,76,0,Other,Kauri Australia (a Limited Partnership),16,0,0,16
Bungs,I700258,Silicone Bung D44 for 28 & 56L Barrel,MEL01,Melbourne Warehouse,VIC,for 55L oak barrels,77,0,Other,Kauri Australia (a Limited Partnership),6,0,0,6
Barrel Racks,JF2175,Barrel Master Barrique Hot Dip,IND02,AUS Indent Orders,IND,Barrel Master Barrique Hot Dip,0,0,Barrel Masters,Kauri Australia (a Limited Partnership),0,22,0,22
Barrel Racks,JF2232,Barrel Master Universal Pre Galv,IND02,AUS Indent Orders,IND,Barrel Master Universal Pre Galv,0,0,Barrel Masters,Kauri Australia (a Limited Partnership),0,24,-24,0
Barrel Racks,JF2262,Barrel Master Puncheon Pre Galv,IND02,AUS Indent Orders,IND,Barrel Master Puncheon Pre Galv,0,0,Barrel Masters,Kauri Australia (a Limited Partnership),0,10,0,10
Barrel Racks,JF2263,Barrel Master Puncheon Pre Galv Type A Rolling,IND02,AUS Indent Orders,IND,Barrel Master Puncheon Pre Galv Type A Rolling,0,0,Barrel Masters,Kauri Australia (a Limited Partnership),0,7,-7,0
Barrel Racks,JF2266,Barrel Master Puncheon Hot Dip Type A Rolling,IND02,AUS Indent Orders,IND,Barrel Master Puncheon Hot Dip Type A Rolling,0,0,Barrel Masters,Kauri Australia (a Limited Partnership),0,4,0,4
Barrel Racks,JF2266,Barrel Master Puncheon Hot Dip Type A Rolling,SA013,Filmers Warehouse,SA,Barrel Master Puncheon Hot Dip Type A Rolling,0,0,Barrel Masters,Kauri Australia (a Limited Partnership),0,0,-20,-20
Barrel Racks,JF2266,Barrel Master Puncheon Hot Dip Type A Rolling,SA013,Filmers Warehouse,SA,BM_PN_HDG_TYPA,0,0,Barrel Masters,Kauri Australia (a Limited Partnership),32,0,0,32
Barrel Racks,JF2328,Puncheon Rack,SA013,Filmers Warehouse,SA,BR_PN_SH,0,0,Racks,Kauri Australia (a Limited Partnership),20,0,0,20
Barrel Racks,JF2328,Puncheon Rack,SA013,Filmers Warehouse,SA,Puncheon Rack,0,0,Racks,Kauri Australia (a Limited Partnership),0,0,-5,-5
Bottles,LG-112920121CTN6,Riesling Cork 1.5L Flint CARTON6,MEL01,Melbourne Warehouse,VIC,,700,0,1.5L,Kauri Australia (a Limited Partnership),2,0,0,2
Bottles,LG-112920121CTN6,Riesling Cork 1.5L Flint CARTON6,SA021,JAGS Transport & Haulage,SA,,700,0,1.5L,Kauri Australia (a Limited Partnership),128,0,0,128
Bottles,LG-112920121CTN6SEC,Riesling Cork 1.5L Flint CARTON6 - SECONDS,SA021,JAGS Transport & Haulage,SA,,700,0,1.5L,Kauri Australia (a Limited Partnership),212,0,0,212
Bottles,LG-132500041-1650,Bord Tall BVS 500mL Flint,VIC01,Asons - Melbourne,VIC,,200,0,Un750ml,Kauri Australia (a Limited Partnership),9898,0,0,9898
Bottles,LG-132500041-1650,Bord Tall BVS 500mL Flint,VIC01,Asons - Melbourne,VIC,Bord Tall BVS 500mL Flint,200,200,Un750ml,Kauri Australia (a Limited Partnership),0,16500,-1650,14850
Wine Barrels,R05,Replacement Kit,IND02,AUS Indent Orders,IND,,6509,0,Other,Kauri Australia (a Limited Partnership),6,0,0,6
Barrel Racks,R1000,Standard Barrique Cradle (B size),SA013,Filmers Warehouse,SA,,0,0,Racks,Kauri Australia (a Limited Partnership),354,0,0,354
Barrel Racks,R1001,Standard Universal Cradle (U size),SA013,Filmers Warehouse,SA,,0,0,Racks,Kauri Australia (a Limited Partnership),84,0,0,84
Barrel Racks,R1002,Standard Hogshead Cradle (H size),SA013,Filmers Warehouse,SA,,0,0,Racks,Kauri Australia (a Limited Partnership),334,0,0,334
Barrel Racks,R1003,Puncheon Cradle (P size),SA013,Filmers Warehouse,SA,,0,0,Racks,Kauri Australia (a Limited Partnership),98,0,0,98
Barrel Racks,R1003,Puncheon Cradle (P size),SA013,Filmers Warehouse,SA,Puncheon Cradle (P size),0,0,Racks,Kauri Australia (a Limited Partnership),0,0,-6,-6
Barrel Racks,R1003,Puncheon Cradle (P size),SA016,Ezy Transport Solutions,SA,Puncheon Cradle (P size),0,0,Racks,Kauri Australia (a Limited Partnership),0,208,0,208
Barrel Racks,R1003,Puncheon Cradle (P size),WA001,GJ Freight Ltd - Donnybrook,WA,,0,0,Racks,Kauri Australia (a Limited Partnership),38,0,0,38
Barrel Racks,R1010,Barrel Turning Tool - Stainless Steel,MEL01,Melbourne Warehouse,VIC,,0,0,Racks,Kauri Australia (a Limited Partnership),6,0,0,6
Barrel Racks,R1010,Barrel Turning Tool - Stainless Steel,MEL01,Melbourne Warehouse,VIC,Barrel Turning Tool - Stainless Steel,0,0,Racks,Kauri Australia (a Limited Partnership),0,0,-1,-1
Wine Barrels,REEDS,Reeds for Barrel Repairs (box),SA015,WSL - Edinburgh Park,SA,,7015,0,Other,Kauri Australia (a Limited Partnership),2,0,0,2
Wine Barrels,REEDS,Reeds for Barrel Repairs (box),SA015,WSL - Edinburgh Park,SA,Reeds for Barrel Repairs (box),7015,7015,Other,Kauri Australia (a Limited Partnership),0,0,-1,-1
Wine Barrels,RIVETS,Rivets for Barrel Repairs (pack of 20),MEL01,Melbourne Warehouse,VIC,,7015,0,Other,Kauri Australia (a Limited Partnership),56,0,0,56
Samples,S8116,Samples ViniComplex XS,MEL01,Melbourne Warehouse,VIC,,5,0,Other,Kauri Australia (a Limited Partnership),22,0,0,22
Samples,S8123,Samples ViniTannin W,MEL01,Melbourne Warehouse,VIC,,5,0,Other,Kauri Australia (a Limited Partnership),126,0,0,126
Samples,S8123,Samples ViniTannin W,SA007,SA Office,SA,,5,0,Other,Kauri Australia (a Limited Partnership),86,0,0,86
Samples,S8125,Samples ViniTannin SR,MEL01,Melbourne Warehouse,VIC,,0,0,Other,Kauri Australia (a Limited Partnership),48,0,0,48
Samples,S8125,Samples ViniTannin SR,SA007,SA Office,SA,,0,0,Other,Kauri Australia (a Limited Partnership),68,0,0,68
Samples,S8129,Samples ViniTannin Multi Extra,MEL01,Melbourne Warehouse,VIC,,5,0,Other,Kauri Australia (a Limited Partnership),186,0,0,186
Samples,S8129,Samples ViniTannin Multi Extra,SA007,SA Office,SA,,5,0,Other,Kauri Australia (a Limited Partnership),100,0,0,100
Samples,S8172,Samples ClearUp BIO,MEL01,Melbourne Warehouse,VIC,,280,0,ClearUp,Kauri Australia (a Limited Partnership),448,0,0,448
Samples,S8172,Samples ClearUp BIO,MEL01,Melbourne Warehouse,VIC,Samples ClearUp BIO,280,280,ClearUp,Kauri Australia (a Limited Partnership),0,0,-1,-1
Samples,S8172,Samples ClearUp BIO,SA007,SA Office,SA,,280,0,ClearUp,Kauri Australia (a Limited Partnership),34,0,0,34
Samples,S8172,Samples ClearUp BIO,WA006,WA Office,WA,,280,0,ClearUp,Kauri Australia (a Limited Partnership),42,0,0,42
Samples,S8195,Samples Nac Odyse Vintage Powder,SA007,SA Office,SA,,785,0,Other,Kauri Australia (a Limited Partnership),8,0,0,8
Samples,S8261,Samples Nac Odyse Amer Chips M toast ,SA007,SA Office,SA,,635,0,Other,Kauri Australia (a Limited Partnership),8,0,0,8
Samples,S8276,Samples Nac Odyse Fr Chips M toast,SA007,SA Office,SA,,580,0,Other,Kauri Australia (a Limited Partnership),6,0,0,6
Samples,S8296,Samples Nac Odyse Amer Viniblocks M toast,MEL01,Melbourne Warehouse,VIC,,540,0,Other,Kauri Australia (a Limited Partnership),38,0,0,38
Samples,S8300,Samples Nac Odyse Amer Viniblocks M+ toast,MEL01,Melbourne Warehouse,VIC,,545,0,Other,Kauri Australia (a Limited Partnership),14,0,0,14
Samples,S8311,Samples Nac Odyse Fr Viniblocks M toast,MEL01,Melbourne Warehouse,VIC,,495,0,Other,Kauri Australia (a Limited Partnership),102,0,0,102
Samples,S8317,Samples Nac Odyse Fr Viniblocks M+ toast,MEL01,Melbourne Warehouse,VIC,,500,0,Other,Kauri Australia (a Limited Partnership),30,0,0,30
Samples,S8320,Samples Nac Odyse Fr Viniblocks H toast,SA007,SA Office,SA,,510,0,Other,Kauri Australia (a Limited Partnership),2,0,0,2
Samples,S8354,Samples Nac Odyse Amer Ministaves M toast,MEL01,Melbourne Warehouse,VIC,,425,0,Other,Kauri Australia (a Limited Partnership),96,0,0,96
Samples,S8355,Samples Nac Odyse Amer Ministaves M+ toast,MEL01,Melbourne Warehouse,VIC,,430,0,Other,Kauri Australia (a Limited Partnership),248,0,0,248
Samples,S8359,Samples Nac Odyse Fr Ministaves M toast,SA007,SA Office,SA,,385,0,Other,Kauri Australia (a Limited Partnership),6,0,0,6
Samples,S8360,Samples Nac Odyse Fr Ministaves M+ toast,MEL01,Melbourne Warehouse,VIC,,390,0,Other,Kauri Australia (a Limited Partnership),32,0,0,32
Samples,S8360,Samples Nac Odyse Fr Ministaves M+ toast,SA007,SA Office,SA,,390,0,Other,Kauri Australia (a Limited Partnership),10,0,0,10
Samples,S8376-VINIFIX,Samples ViniFix - 20g,MEL01,Melbourne Warehouse,VIC,,5,0,Other,Kauri Australia (a Limited Partnership),644,0,0,644
Samples,S8376-VINIFIX,Samples ViniFix - 20g,MEL01,Melbourne Warehouse,VIC,Samples ViniFix - 20g,5,5,Other,Kauri Australia (a Limited Partnership),0,0,-1,-1
Samples,S8385,Samples Reprise,MEL01,Melbourne Warehouse,VIC,Labelled as S8385,191,0,Reprise,Kauri Australia (a Limited Partnership),332,0,0,332
Samples,S8385,Samples Reprise,MEL01,Melbourne Warehouse,VIC,Samples Reprise,191,191,Reprise,Kauri Australia (a Limited Partnership),0,0,-1,-1
Samples,S8385,Samples Reprise,SA007,SA Office,SA,Labelled as S8385,191,0,Reprise,Kauri Australia (a Limited Partnership),26,0,0,26
Samples,S8385,Samples Reprise,WA006,WA Office,WA,Labelled as S8385,191,0,Reprise,Kauri Australia (a Limited Partnership),58,0,0,58
Samples,S8828,Samples Nac Ambrosia Amer Viniblocks Sweet toast,MEL01,Melbourne Warehouse,VIC,,515,0,Other,Kauri Australia (a Limited Partnership),58,0,0,58
Samples,S8829,Samples Nac Ambrosia Amer Viniblocks Intense toast,MEL01,Melbourne Warehouse,VIC,,520,0,Other,Kauri Australia (a Limited Partnership),28,0,0,28
Samples,S8830,Samples Nac Ambrosia Amer Viniblocks Complex toast,MEL01,Melbourne Warehouse,VIC,,525,0,Other,Kauri Australia (a Limited Partnership),40,0,0,40
Samples,S8831,Samples Nac Ambrosia Fr Viniblocks Sweet toast,MEL01,Melbourne Warehouse,VIC,,475,0,Other,Kauri Australia (a Limited Partnership),12,0,0,12
Samples,S8832,Samples Nac Ambrosia Fr Viniblocks Intense toast,MEL01,Melbourne Warehouse,VIC,,480,0,Other,Kauri Australia (a Limited Partnership),12,0,0,12
Samples,S8833,Samples Nac Ambrosia Fr Viniblocks Complex toast,MEL01,Melbourne Warehouse,VIC,,485,0,Other,Kauri Australia (a Limited Partnership),8,0,0,8
Samples,S8834,Samples Nac Ambrosia Amer Ministaves Sweet toast,MEL01,Melbourne Warehouse,VIC,,405,0,Other,Kauri Australia (a Limited Partnership),182,0,0,182
Samples,S8835,Samples Nac Ambrosia Amer Ministaves Intense toast,MEL01,Melbourne Warehouse,VIC,,410,0,Other,Kauri Australia (a Limited Partnership),40,0,0,40
Samples,S8836,Samples Nac Ambrosia Amer Ministaves Complex toast,MEL01,Melbourne Warehouse,VIC,,415,0,Other,Kauri Australia (a Limited Partnership),132,0,0,132
Samples,S8837,Samples Nac Ambrosia Fr Ministaves Sweet toast,MEL01,Melbourne Warehouse,VIC,,360,0,Other,Kauri Australia (a Limited Partnership),22,0,0,22
Samples,S8837,Samples Nac Ambrosia Fr Ministaves Sweet toast,SA007,SA Office,SA,,360,0,Other,Kauri Australia (a Limited Partnership),6,0,0,6
Samples,S8838,Samples Nac Ambrosia Fr Ministaves Intense toast,MEL01,Melbourne Warehouse,VIC,,365,0,Other,Kauri Australia (a Limited Partnership),92,0,0,92
Samples,S8838,Samples Nac Ambrosia Fr Ministaves Intense toast,SA007,SA Office,SA,,365,0,Other,Kauri Australia (a Limited Partnership),8,0,0,8
Samples,S8839,Samples Nac Ambrosia Fr Ministaves Complex toast,MEL01,Melbourne Warehouse,VIC,,370,0,Other,Kauri Australia (a Limited Partnership),8,0,0,8
Samples,S8839,Samples Nac Ambrosia Fr Ministaves Complex toast,SA007,SA Office,SA,,370,0,Other,Kauri Australia (a Limited Partnership),8,0,0,8
Samples,S8846,Samples Ambrosia FO XT Staves Complex,SA007,SA Office,SA,,370,0,Other,Kauri Australia (a Limited Partnership),38,0,0,38
Samples,S8847,Samples Ambrosia FO XT Staves Sweet,SA007,SA Office,SA,,370,0,Other,Kauri Australia (a Limited Partnership),14,0,0,14
Samples,S8848,Samples Ambrosia FO XT Staves Intense,SA007,SA Office,SA,,370,0,Other,Kauri Australia (a Limited Partnership),10,0,0,10
Lab Equipment,SA1000,Smart Analysis Device - Wine,WA006,WA Office,WA,,5,0,Smart Analysis,Kauri Australia (a Limited Partnership),2,0,0,2
Lab Equipment,SA1000DEMO,Smart Analysis Device - Wine DEMO,MEL01,Melbourne Warehouse,VIC,,5,0,Smart Analysis,Kauri Australia (a Limited Partnership),2,0,0,2
Lab Equipment,SA1000DEMO,Smart Analysis Device - Wine DEMO,SA007,SA Office,SA,,5,0,Smart Analysis,Kauri Australia (a Limited Partnership),2,0,0,2
Lab Equipment,SA1010DEMO,Samsung Tablet Demo,MEL01,Melbourne Warehouse,VIC,,2,0,Smart Analysis,Kauri Australia (a Limited Partnership),4,0,0,4
Lab Equipment,SA1010DEMO,Samsung Tablet Demo,MEL01,Melbourne Warehouse,VIC,Samsung Tablet Demo,2,2,Smart Analysis,Kauri Australia (a Limited Partnership),0,0,-1,-1
Lab Equipment,SA1010DEMO,Samsung Tablet Demo,SA007,SA Office,SA,,2,0,Smart Analysis,Kauri Australia (a Limited Partnership),4,0,0,4
Lab Equipment,SA1010DEMO,Samsung Tablet Demo,WA006,WA Office,WA,,2,0,Smart Analysis,Kauri Australia (a Limited Partnership),2,0,0,2
Lab Equipment,SA1010-T590NZ,Samsung Tablet -T590NZKAXSA,MEL01,Melbourne Warehouse,VIC,,2,0,Smart Analysis,Kauri Australia (a Limited Partnership),2,0,0,2
Lab Equipment,SA1020,D-Glucose + D-Fructose Test Kit (20 per kit),MEL01,Melbourne Warehouse,VIC,,15,0,Smart Analysis,Kauri Australia (a Limited Partnership),26,0,0,26
Lab Equipment,SA1020,D-Glucose + D-Fructose Test Kit (20 per kit),WA006,WA Office,WA,,15,0,Smart Analysis,Kauri Australia (a Limited Partnership),2,0,0,2
Lab Equipment,SA1021,Acetic Acid Test Kit (20 per kit),MEL01,Melbourne Warehouse,VIC,,16,0,Smart Analysis,Kauri Australia (a Limited Partnership),34,0,0,34
Lab Equipment,SA1021,Acetic Acid Test Kit (20 per kit),MEL01,Melbourne Warehouse,VIC,Acetic Acid Test Kit (20 per kit),16,16,Smart Analysis,Kauri Australia (a Limited Partnership),0,0,-1,-1
Lab Equipment,SA1022,L-Malic Acid Test Kit (20 per kit),MEL01,Melbourne Warehouse,VIC,,17,0,Smart Analysis,Kauri Australia (a Limited Partnership),56,0,0,56
Lab Equipment,SA1022,L-Malic Acid Test Kit (20 per kit),MEL01,Melbourne Warehouse,VIC,L-Malic Acid Test Kit (20 per kit),17,17,Smart Analysis,Kauri Australia (a Limited Partnership),0,0,-2,-2
Lab Equipment,SA1024,Total SO2 Test Kit (20 per kit),MEL01,Melbourne Warehouse,VIC,,18,0,Smart Analysis,Kauri Australia (a Limited Partnership),36,0,0,36
Lab Equipment,SA1025,Free SO2 Test Kit (20 per kit),MEL01,Melbourne Warehouse,VIC,,19,0,Smart Analysis,Kauri Australia (a Limited Partnership),12,0,0,12
Lab Equipment,SA1027,Total Acidity Test Kit (20 per kit),MEL01,Melbourne Warehouse,VIC,,21,0,Smart Analysis,Kauri Australia (a Limited Partnership),4,0,0,4
Lab Equipment,SA1028,pH Test Kit (20 per kit),MEL01,Melbourne Warehouse,VIC,,22,0,Smart Analysis,Kauri Australia (a Limited Partnership),26,0,0,26
Lab Equipment,SA1030,Primary Amino Nitrogen Test Kit (20 per kit),MEL01,Melbourne Warehouse,VIC,,28,0,Smart Analysis,Kauri Australia (a Limited Partnership),2,0,0,2
Lab Equipment,SA1031,Alpha-Amino Nitrogen Test Kit (20 per kit),MEL01,Melbourne Warehouse,VIC,,29,0,Smart Analysis,Kauri Australia (a Limited Partnership),2,0,0,2
Lab Equipment,SA1035,Graduated Pipette for Beer & Alcohol Analysis,MEL01,Melbourne Warehouse,VIC,,31,0,Smart Analysis,Kauri Australia (a Limited Partnership),4,0,0,4
Lab Equipment,SA1035,Graduated Pipette for Beer & Alcohol Analysis,SA007,SA Office,SA,,31,0,Smart Analysis,Kauri Australia (a Limited Partnership),2,0,0,2
Lab Equipment,SA1035,Graduated Pipette for Beer & Alcohol Analysis,WA006,WA Office,WA,,31,0,Smart Analysis,Kauri Australia (a Limited Partnership),6,0,0,6
Lab Equipment,SA1036,Alcohol Test Kit (20 per kit) + Dilution Bottles,MEL01,Melbourne Warehouse,VIC,,24,0,Smart Analysis,Kauri Australia (a Limited Partnership),8,0,0,8
Lab Equipment,SA1049,Centrifuge Kit - 100 x 2ml Eppendorf Vials,MEL01,Melbourne Warehouse,VIC,,30,0,Smart Analysis,Kauri Australia (a Limited Partnership),12,0,0,12
Lab Equipment,SA1049,Centrifuge Kit - 100 x 2ml Eppendorf Vials,WA006,WA Office,WA,,30,0,Smart Analysis,Kauri Australia (a Limited Partnership),2,0,0,2
Lab Equipment,SA1050DEMO,Thermoblock (for 10 cuvettes) - Demo,MEL01,Melbourne Warehouse,VIC,,40,0,Smart Analysis,Kauri Australia (a Limited Partnership),2,0,0,2
Lab Equipment,SA1051,Centrifuge (for clarification),MEL01,Melbourne Warehouse,VIC,,41,0,Smart Analysis,Kauri Australia (a Limited Partnership),4,0,0,4
Lab Equipment,SA1051,Centrifuge (for clarification),WA006,WA Office,WA,,41,0,Smart Analysis,Kauri Australia (a Limited Partnership),4,0,0,4
Lab Equipment,SA1051DEMO,DEMO Centrifuge (for clarification),SA007,SA Office,SA,,42,0,Smart Analysis,Kauri Australia (a Limited Partnership),2,0,0,2
Lab Equipment,SA1052,Sonicator (for degassing samples),MEL01,Melbourne Warehouse,VIC,,43,0,Smart Analysis,Kauri Australia (a Limited Partnership),2,0,0,2
Lab Equipment,SA1052DEMO,DEMO Sonicator/Degasser (waterbath for degassing,SA007,SA Office,SA,,44,0,Smart Analysis,Kauri Australia (a Limited Partnership),2,0,0,2
Lab Equipment,SA1053,Dilution kit smart analysis format (100 analyses),MEL01,Melbourne Warehouse,VIC,,45,0,Smart Analysis,Kauri Australia (a Limited Partnership),12,0,0,12
Lab Equipment,SA1054,Refill dilution kit Smart Analysis format,MEL01,Melbourne Warehouse,VIC,,46,0,Smart Analysis,Kauri Australia (a Limited Partnership),12,0,0,12
Lab Equipment,SA1056,Box of Cuvettes for colour analysis 1cm (100pcs),MEL01,Melbourne Warehouse,VIC,,48,0,Smart Analysis,Kauri Australia (a Limited Partnership),10,0,0,10
Lab Equipment,SA1057,Box of Cuvettes for colour analysis 0.1cm (10pcs),MEL01,Melbourne Warehouse,VIC,,49,0,Smart Analysis,Kauri Australia (a Limited Partnership),10,0,0,10
Lab Equipment,SA1058,Pipette for Glu / Fru / Suc Test,MEL01,Melbourne Warehouse,VIC,,20,0,Smart Analysis,Kauri Australia (a Limited Partnership),14,0,0,14
Lab Equipment,SA1073,"Testing Standard - Total Acidity, ALC, pH",MEL01,Melbourne Warehouse,VIC,,0,0,Smart Analysis,Kauri Australia (a Limited Partnership),28,0,0,28
Lab Equipment,SA1180,Smart Ring Test,MEL01,Melbourne Warehouse,VIC,,30,0,Smart Analysis,Kauri Australia (a Limited Partnership),2,0,0,2
Lab Equipment,SA3000,Smart Analysis Device - Wine/Beer,MEL01,Melbourne Warehouse,VIC,,7,0,Smart Analysis,Kauri Australia (a Limited Partnership),4,0,0,4
Lab Equipment,SA3000,Smart Analysis Device - Wine/Beer,WA006,WA Office,WA,,7,0,Smart Analysis,Kauri Australia (a Limited Partnership),2,0,0,2
Lab Equipment,SA3000DEMO,Smart Analysis Device - Wine/Beer - DEMO,MEL01,Melbourne Warehouse,VIC,,8,0,Smart Analysis,Kauri Australia (a Limited Partnership),4,0,0,4
Lab Equipment,SA3000DEMO,Smart Analysis Device - Wine/Beer - DEMO,MEL01,Melbourne Warehouse,VIC,Smart Analysis Device - Wine/Beer - DEMO,8,8,Smart Analysis,Kauri Australia (a Limited Partnership),0,0,-1,-1
Lab Equipment,SA3100,Smart Analysis Lithium Battery,WA004,WA Office (Andrew Hunt),WA,,9,0,Smart Analysis,Kauri Australia (a Limited Partnership),8,0,0,8
Lab Equipment,SA3100,Smart Analysis Lithium Battery,WA006,WA Office,WA,,9,0,Smart Analysis,Kauri Australia (a Limited Partnership),4,0,0,4
Samples,SAMPLEBOX,Sample Box - ClearUp Reprise Vinitannin and OAs,WA006,WA Office,WA,,0,0,Other,Kauri Australia (a Limited Partnership),22,0,0,22
Samples,SAMPLEBOX-TANNIN,Sample Box - Vinitannin,MEL01,Melbourne Warehouse,VIC,,0,0,Tannin,Kauri Australia (a Limited Partnership),204,0,0,204
Samples,SAMPLEBOX-TANNIN,Sample Box - Vinitannin,SA007,SA Office,SA,,0,0,Tannin,Kauri Australia (a Limited Partnership),42,0,0,42
Samples,SAMPLEBOX-TANNIN,Sample Box - Vinitannin,WA006,WA Office,WA,,0,0,Tannin,Kauri Australia (a Limited Partnership),4,0,0,4
Winery Equipment,SF-ES100-2,Smart Fog Humidification System,IND02,AUS Indent Orders,IND,,600,0,SmartFog,Kauri Australia (a Limited Partnership),4,0,0,4
Winery Equipment,SF-ES100-2,Smart Fog Humidification System,IND02,AUS Indent Orders,IND,Smart Fog Humidification System,600,600,SmartFog,Kauri Australia (a Limited Partnership),0,0,-2,-2
Winery Equipment,SF-FE-AF,SF Replacement Air Filter Element Set (640ml),MEL01,Melbourne Warehouse,VIC,,600,0,SmartFog Accessories,Kauri Australia (a Limited Partnership),8,0,0,8
Winery Equipment,SF-ZTDS-300-GPD,Replacement Filter Set for SF ZTDS 300 GPD,MEL01,Melbourne Warehouse,VIC,,600,0,SmartFog Accessories,Kauri Australia (a Limited Partnership),2,0,0,2
Brewery,SP00062,Speidel Service items - 3rd Party Spare Parts,IND02,AUS Indent Orders,IND,Speidel Service items - 3rd Party Spare Parts,5005,5005,Braumeister Accessories,Kauri Australia (a Limited Partnership),0,1,0,1
Brewery,SP00062,Speidel Service items - 3rd Party Spare Parts,MEL03,Collins Transport Group,VIC,Speidel Service items - 3rd Party Spare Parts,5005,5005,Braumeister Accessories,Kauri Australia (a Limited Partnership),0,0,-1,-1
Brewery,SP00090,Update Set - Control Unit BM50L with 2 Pumps,MEL01,Melbourne Warehouse,VIC,Update Set - Control Unit BM50L with 2 Pumps,5005,5005,Braumeister Accessories,Kauri Australia (a Limited Partnership),0,0,-1,-1
Brewery,SP21002,PE Oval Container 100L,MEL01,Melbourne Warehouse,VIC,,120,0,Containers,Kauri Australia (a Limited Partnership),12,0,0,12
Brewery,SP21006,PE Round Container 30L,MEL01,Melbourne Warehouse,VIC,,105,0,Containers,Kauri Australia (a Limited Partnership),150,0,0,150
Winery Equipment,SP21010,Fermentation Airlock,MEL01,Melbourne Warehouse,VIC,,365,0,Tank Accessories,Kauri Australia (a Limited Partnership),10,0,0,10
Brewery,SP21013,"Plastic Outlet Tap 3/4"" BSP",MEL01,Melbourne Warehouse,VIC,,5010,0,Container Accessories,Kauri Australia (a Limited Partnership),36,0,0,36
Brewery,SP21015,Locking Cap for VC Lid/ PE Containers,MEL01,Melbourne Warehouse,VIC,,5020,0,Container Accessories,Kauri Australia (a Limited Partnership),32,0,0,32
Brewery,SP21025,Replacement Seal for PE Round Lid 60/120L,MEL01,Melbourne Warehouse,VIC,,5035,0,Container Accessories,Kauri Australia (a Limited Partnership),2,0,0,2
Brewery,SP21031,Replacement Seal for PE Round Lid 20/30L,MEL01,Melbourne Warehouse,VIC,,5035,0,Container Accessories,Kauri Australia (a Limited Partnership),4,0,0,4
Brewery,SP21043,Plastic Outlet Tap 10mm,MEL01,Melbourne Warehouse,VIC,,5009,0,Container Accessories,Kauri Australia (a Limited Partnership),4,0,0,4
Brewery,SP21047DEMO,PE Round Container 12L DEMO,SA007,SA Office,SA,,103,0,Containers,Kauri Australia (a Limited Partnership),10,0,0,10
Brewery,SP21049,Replacement Seal for PE Round Lid 12L,SA007,SA Office,SA,,5035,0,Container Accessories,Kauri Australia (a Limited Partnership),20,0,0,20
Brewery,SP21070,Ferment Egg 250L,MEL01,Melbourne Warehouse,VIC,Ferment Egg 250L,118,118,Containers,Kauri Australia (a Limited Partnership),0,0,-1,-1
Brewery,SP21070,Ferment Egg 250L,MEL01,Melbourne Warehouse,VIC,with basement,118,0,Containers,Kauri Australia (a Limited Partnership),2,0,0,2
Brewery,SP21070,Ferment Egg 250L,SA015,WSL - Edinburgh Park,SA,Ferment Egg 250L,118,118,Containers,Kauri Australia (a Limited Partnership),0,0,-1,-1
Brewery,SP21070,Ferment Egg 250L,SA015,WSL - Edinburgh Park,SA,with basement,118,0,Containers,Kauri Australia (a Limited Partnership),2,0,0,2
Brewery,SP21090,Ferment Egg 60L,SA015,WSL - Edinburgh Park,SA,with basement,117,0,Containers,Kauri Australia (a Limited Partnership),6,0,0,6
Brewery,SP22200,Apple and Pear Mill,MEL01,Melbourne Warehouse,VIC,,20,0,Apple and Pear Mill,Kauri Australia (a Limited Partnership),6,0,0,6
Brewery,SP22600-01,Hydropress 40L Stainless Steel,MEL01,Melbourne Warehouse,VIC,,35,0,Hydropress,Kauri Australia (a Limited Partnership),4,0,0,4
Brewery,SP22618,HydroPress 180L,MEL01,Melbourne Warehouse,VIC,,48,0,Hydropress,Kauri Australia (a Limited Partnership),4,0,0,4
Brewery,SP22619,Fine Filter Sack HP 180L,MEL01,Melbourne Warehouse,VIC,,437,0,Hydropress Accessories,Kauri Australia (a Limited Partnership),2,0,0,2
Brewery,SP22620,Hydropress 20L,MEL01,Melbourne Warehouse,VIC,,30,0,Hydropress,Kauri Australia (a Limited Partnership),2,0,0,2
Brewery,SP22620-01,Hydropress 20L Stainless Steel,MEL01,Melbourne Warehouse,VIC,,30,0,Hydropress,Kauri Australia (a Limited Partnership),2,0,0,2
Brewery,SP22690-01,Hydropress 90L Stainless Steel,MEL01,Melbourne Warehouse,VIC,,45,0,Hydropress,Kauri Australia (a Limited Partnership),4,0,0,4
Brewery,SP22691,Fine Filter Sack HP 90L,MEL01,Melbourne Warehouse,VIC,,436,0,Hydropress Accessories,Kauri Australia (a Limited Partnership),4,0,0,4
Brewery,SP22693,Fine Filter Sack HP 40L,MEL01,Melbourne Warehouse,VIC,,436,0,Hydropress Accessories,Kauri Australia (a Limited Partnership),4,0,0,4
Brewery,SP45050-30,Braumeister 50L PLUS with Cooling Jacket-v21,MEL01,Melbourne Warehouse,VIC,,62,0,Braumeister Units,Kauri Australia (a Limited Partnership),6,0,0,6
Brewery,SP45200-20,Braumeister 200L with Cooling Jacket,VIC01,Asons - Melbourne,VIC,,64,0,Braumeister Units,Kauri Australia (a Limited Partnership),2,0,0,2
Winery Equipment,SP47057,C02 Pressure Reducer,MEL01,Melbourne Warehouse,VIC,,505,0,Tank Accessories,Kauri Australia (a Limited Partnership),2,0,0,2
