KAURIITEMCODE,BRAND,SHORTDESCRIPTION,CURRENCY,EARLYORDERPRICING,STANDARDPRICING,EARLYORDERPRICETOCUSTOMERAUS,STANDARDPRICETOCUSTOMERAUS,EARLYORDERPRICETOCUSTOMERNZ,STANDARDPRICETOCUSTOMERNZ,SIZE,SEASONING,BENDING,TOASTING,GRAIN,OAK,TERMS,BARRELMARKINGS1,BARRELMARKINGS2,LABELLINEI,LABELLINE2,LABELLINE3,LABELLINE4,LABELLINE5,LONGBARRELCODE,FULLDESCRIPTION,CURRENTLYAVAILABLE
6770,Saury Bourgogne FG,BT BGF 3yr House ,Euro,803,824,1135,1170,1095,1120,Burgundy Export 228L,3yr,Fire,House,fine ,French Oak,ex W,Bourgogne,FG 3yr House,6770,Saury Bourgogne,French Oak,BT BGF 3yr House ,customer name,Saury Bourgogne FG 228L 3yr House,Saury Bourgogne FG French Oak Burgundy Export 228L 3yr Fire House,Y
6771,Saury Bourgogne FG,BT BGF 3yr House TH,Euro,803,824,1155,1190,1115,1140,Burgundy Export 228L,3yr,Fire,House TH,fine ,French Oak,ex W,Bourgogne,FG 3yr House TH,6771,Saury Bourgogne,French Oak,BT BGF 3yr House TH,customer name,Saury Bourgogne FG 228L 3yr House TH,Saury Bourgogne FG French Oak Burgundy Export 228L 3yr Fire House TH,Y
6772,Saury Bourgogne FG,BT BGF 3yr ML ,Euro,803,824,1135,1170,1095,1120,Burgundy Export 228L,3yr,Fire,Med Long,fine ,French Oak,ex W,Bourgogne,FG 3yr ML ,6772,Saury Bourgogne,French Oak,BT BGF 3yr ML ,customer name,Saury Bourgogne FG 228L 3yr ML ,Saury Bourgogne FG French Oak Burgundy Export 228L 3yr Fire Med Long,Y
6773,Saury Bourgogne FG,BT BGF 3yr ML TH ,Euro,803,824,1155,1190,1115,1140,Burgundy Export 228L,3yr,Fire,Med Long TH,fine ,French Oak,ex W,Bourgogne,FG 3yr ML TH,6773,Saury Bourgogne,French Oak,BT BGF 3yr ML TH ,customer name,Saury Bourgogne FG 228L 3yr ML TH,Saury Bourgogne FG French Oak Burgundy Export 228L 3yr Fire Med Long TH,Y
7353,Saury Bourgogne FG,BT BGF 3yr Cru,Euro,803,824,1135,1170,1095,1120,Burgundy Export 228L,3yr,Fire,Cru,fine ,French Oak,ex W,Bourgogne,FG 3yr Cru,7353,Saury Bourgogne,French Oak,BT BGF 3yr Cru,customer name,Saury Bourgogne FG 228L 3yr Cru,Saury Bourgogne FG French Oak Burgundy Export 228L 3yr Fire Cru,Y
7354,Saury Bourgogne FG,BT BGF 3yr Cru TH ,Euro,803,824,1155,1190,1115,1140,Burgundy Export 228L,3yr,Fire,Cru TH,fine ,French Oak,ex W,Bourgogne,FG 3yr Cru TH,7354,Saury Bourgogne,French Oak,BT BGF 3yr Cru TH ,customer name,Saury Bourgogne FG 228L 3yr Cru TH,Saury Bourgogne FG French Oak Burgundy Export 228L 3yr Fire Cru TH,Y
7519,Saury Bourgogne FG,BT BGF 3yr Cru+,Euro,803,824,1135,1170,1095,1120,Burgundy Export 228L,3yr,Fire,Cru+,fine ,French Oak,ex W,Bourgogne,FG 3yr Cru+,7519,Saury Bourgogne,French Oak,BT BGF 3yr Cru+,customer name,Saury Bourgogne FG 228L 3yr Cru+,Saury Bourgogne FG French Oak Burgundy Export 228L 3yr Fire Cru+,Y
7521,Saury Bourgogne FG,BT BGF 3yr Cru+ TH ,Euro,803,824,1155,1190,1115,1140,Burgundy Export 228L,3yr,Fire,Cru+ TH,fine ,French Oak,ex W,Bourgogne,FG 3yr Cru+ TH,7521,Saury Bourgogne,French Oak,BT BGF 3yr Cru+ TH ,customer name,Saury Bourgogne FG 228L 3yr Cru+ TH,Saury Bourgogne FG French Oak Burgundy Export 228L 3yr Fire Cru+ TH,Y
7347,Saury Bourgogne FG,BT BGF 3yr Imm House ,Euro,803,824,1135,1170,1095,1120,Burgundy Export 228L,3yr,Immersion,House,fine,French Oak,ex W,Bourgogne ,FG 3yr Immersion House,7347,Saury Bourgogne,French Oak,BT BGF 3yr Imm House ,customer name,Saury Bourgogne FG 228L 3yr Imm House,Saury Bourgogne FG French Oak Burgundy Export 228L 3yr Immersion House,Y
6774,Saury Bourgogne FG,BT BGF 3yr Imm House TH,Euro,803,824,1155,1190,1115,1140,Burgundy Export 228L,3yr,Immersion,House TH,fine ,French Oak,ex W,Bourgogne,FG 3yr Immersion House TH,6774,Saury Bourgogne,French Oak,BT BGF 3yr Imm House TH,customer name,Saury Bourgogne FG 228L 3yr Imm House TH,Saury Bourgogne FG French Oak Burgundy Export 228L 3yr Immersion House TH,Y
6775,Saury Bourgogne FG,BT BGF 3yr Imm ML ,Euro,803,824,1135,1170,1095,1120,Burgundy Export 228L,3yr,Immersion,Med Long,fine ,French Oak,ex W,Bourgogne,FG 3yr Immersion ML ,6775,Saury Bourgogne,French Oak,BT BGF 3yr Imm ML ,customer name,Saury Bourgogne FG 228L 3yr Imm ML ,Saury Bourgogne FG French Oak Burgundy Export 228L 3yr Immersion Med Long,Y
6776,Saury Bourgogne FG,BT BGF 3yr Imm ML TH ,Euro,803,824,1155,1190,1115,1140,Burgundy Export 228L,3yr,Immersion,Med Long TH,fine ,French Oak,ex W,Bourgogne,FG 3yr Immersion ML TH,6776,Saury Bourgogne,French Oak,BT BGF 3yr Imm ML TH ,customer name,Saury Bourgogne FG 228L 3yr Imm ML TH,Saury Bourgogne FG French Oak Burgundy Export 228L 3yr Immersion Med Long TH,Y
7356,Saury Bourgogne FG,BT BGF 3yr Imm Cru,Euro,803,824,1135,1170,1095,1120,Burgundy Export 228L,3yr,Immersion,Cru,fine ,French Oak,ex W,Bourgogne,FG 3yr Immersion Cru,7356,Saury Bourgogne,French Oak,BT BGF 3yr Imm Cru,customer name,Saury Bourgogne FG 228L 3yr Imm Cru,Saury Bourgogne FG French Oak Burgundy Export 228L 3yr Immersion Cru,Y
7357,Saury Bourgogne FG,BT BGF 3yr Imm Cru TH ,Euro,803,824,1155,1190,1115,1140,Burgundy Export 228L,3yr,Immersion,Cru TH,fine ,French Oak,ex W,Bourgogne,FG 3yr Immersion Cru TH,7357,Saury Bourgogne,French Oak,BT BGF 3yr Imm Cru TH ,customer name,Saury Bourgogne FG 228L 3yr Imm Cru TH,Saury Bourgogne FG French Oak Burgundy Export 228L 3yr Immersion Cru TH,Y
7522,Saury Bourgogne FG,BT BGF 3yr Imm Cru+,Euro,803,824,1135,1170,1095,1120,Burgundy Export 228L,3yr,Immersion,Cru+,fine ,French Oak,ex W,Bourgogne,FG 3yr Immersion Cru+,7522,Saury Bourgogne,French Oak,BT BGF 3yr Imm Cru+,customer name,Saury Bourgogne FG 228L 3yr Imm Cru+,Saury Bourgogne FG French Oak Burgundy Export 228L 3yr Immersion Cru+,Y
7523,Saury Bourgogne FG,BT BGF 3yr Imm Cru+ TH ,Euro,803,824,1155,1190,1115,1140,Burgundy Export 228L,3yr,Immersion,Cru+ TH,fine ,French Oak,ex W,Bourgogne,FG 3yr Immersion Cru+ TH,7523,Saury Bourgogne,French Oak,BT BGF 3yr Imm Cru+ TH ,customer name,Saury Bourgogne FG 228L 3yr Imm Cru+ TH,Saury Bourgogne FG French Oak Burgundy Export 228L 3yr Immersion Cru+ TH,Y
7420,Saury Bourgogne,TT BG 3yr House,Euro,852,869,1180,1220,1145,1170,Hogshead 300L,3yr,Fire,House,mid-fine,French Oak,ex W,Bourgogne,3yr House,7420,Saury Bourgogne,French Oak,TT BG 3yr House,customer name,Saury Bourgogne 300L 3yr House,Saury Bourgogne French Oak Hogshead 300L 3yr Fire House,Y
7421,Saury Bourgogne,TT BG 3yr House TH,Euro,852,869,1200,1240,1165,1190,Hogshead 300L,3yr,Fire,House TH,mid-fine,French Oak,ex W,Bourgogne,3yr House TH,7421,Saury Bourgogne,French Oak,TT BG 3yr House TH,customer name,Saury Bourgogne 300L 3yr House TH,Saury Bourgogne French Oak Hogshead 300L 3yr Fire House TH,Y
7422,Saury Bourgogne,TT BG 3yr ML ,Euro,852,869,1180,1220,1145,1170,Hogshead 300L,3yr,Fire,Med Long,mid-fine,French Oak,ex W,Bourgogne,3yr ML ,7422,Saury Bourgogne,French Oak,TT BG 3yr ML ,customer name,Saury Bourgogne 300L 3yr ML ,Saury Bourgogne French Oak Hogshead 300L 3yr Fire Med Long,Y
7425,Saury Bourgogne,TT BG 3yr ML TH,Euro,852,869,1200,1240,1165,1190,Hogshead 300L,3yr,Fire,Med Long TH,mid-fine,French Oak,ex W,Bourgogne,3yr ML TH,7425,Saury Bourgogne,French Oak,TT BG 3yr ML TH,customer name,Saury Bourgogne 300L 3yr ML TH,Saury Bourgogne French Oak Hogshead 300L 3yr Fire Med Long TH,Y
7369,Saury Bourgogne,TT BG 3yr Cru,Euro,852,869,1180,1220,1145,1170,Hogshead 300L,3yr,Fire,Cru,mid-fine,French Oak,ex W,Bourgogne,3yr Cru,7369,Saury Bourgogne,French Oak,TT BG 3yr Cru,customer name,Saury Bourgogne 300L 3yr Cru,Saury Bourgogne French Oak Hogshead 300L 3yr Fire Cru,Y
7371,Saury Bourgogne,TT BG 3yr Cru TH,Euro,852,869,1200,1240,1165,1190,Hogshead 300L,3yr,Fire,Cru TH,mid-fine,French Oak,ex W,Bourgogne,3yr Cru TH,7371,Saury Bourgogne,French Oak,TT BG 3yr Cru TH,customer name,Saury Bourgogne 300L 3yr Cru TH,Saury Bourgogne French Oak Hogshead 300L 3yr Fire Cru TH,Y
7534,Saury Bourgogne,TT BG 3yr Cru+,Euro,852,869,1180,1220,1145,1170,Hogshead 300L,3yr,Fire,Cru+,mid-fine,French Oak,ex W,Bourgogne,3yr Cru+,7534,Saury Bourgogne,French Oak,TT BG 3yr Cru+,customer name,Saury Bourgogne 300L 3yr Cru+,Saury Bourgogne French Oak Hogshead 300L 3yr Fire Cru+,Y
7538,Saury Bourgogne,TT BG 3yr Cru+ TH,Euro,852,869,1200,1240,1165,1190,Hogshead 300L,3yr,Fire,Cru+ TH,mid-fine,French Oak,ex W,Bourgogne,3yr Cru+ TH,7538,Saury Bourgogne,French Oak,TT BG 3yr Cru+ TH,customer name,Saury Bourgogne 300L 3yr Cru+ TH,Saury Bourgogne French Oak Hogshead 300L 3yr Fire Cru+ TH,Y
7402,Saury Bourgogne,TT BG 3yr Imm House,Euro,852,869,1180,1220,1145,1170,Hogshead 300L,3yr,Immersion,House,mid-fine,French Oak,ex W,Bourgogne,3yr Immersion House,7402,Saury Bourgogne,French Oak,TT BG 3yr Imm House,customer name,Saury Bourgogne 300L 3yr Imm House,Saury Bourgogne French Oak Hogshead 300L 3yr Immersion House,Y
6787,Saury Bourgogne,TT BG 3yr Imm House TH,Euro,852,869,1200,1240,1165,1190,Hogshead 300L,3yr,Immersion,House TH,mid-fine,French Oak,ex W,Bourgogne,3yr Immersion House TH,6787,Saury Bourgogne,French Oak,TT BG 3yr Imm House TH,customer name,Saury Bourgogne 300L 3yr Imm House TH,Saury Bourgogne French Oak Hogshead 300L 3yr Immersion House TH,Y
7404,Saury Bourgogne,TT BG 3yr Imm ML ,Euro,852,869,1180,1220,1145,1170,Hogshead 300L,3yr,Immersion,Med Long,mid-fine,French Oak,ex W,Bourgogne,3yr Immersion ML ,7404,Saury Bourgogne,French Oak,TT BG 3yr Imm ML ,customer name,Saury Bourgogne 300L 3yr Imm ML ,Saury Bourgogne French Oak Hogshead 300L 3yr Immersion Med Long,Y
7427,Saury Bourgogne,TT BG 3yr Imm ML TH,Euro,852,869,1200,1240,1165,1190,Hogshead 300L,3yr,Immersion,Med Long TH,mid-fine,French Oak,ex W,Bourgogne,3yr Immersion ML TH,7427,Saury Bourgogne,French Oak,TT BG 3yr Imm ML TH,customer name,Saury Bourgogne 300L 3yr Imm ML TH,Saury Bourgogne French Oak Hogshead 300L 3yr Immersion Med Long TH,Y
7372,Saury Bourgogne,TT BG 3yr Imm Cru,Euro,852,869,1180,1220,1145,1170,Hogshead 300L,3yr,Immersion,Cru,mid-fine,French Oak,ex W,Bourgogne,3yr Immersion Cru,7372,Saury Bourgogne,French Oak,TT BG 3yr Imm Cru,customer name,Saury Bourgogne 300L 3yr Imm Cru,Saury Bourgogne French Oak Hogshead 300L 3yr Immersion Cru,Y
7373,Saury Bourgogne,TT BG 3yr Imm Cru TH,Euro,852,869,1200,1240,1165,1190,Hogshead 300L,3yr,Immersion,Cru TH,mid-fine,French Oak,ex W,Bourgogne,3yr Immersion Cru TH,7373,Saury Bourgogne,French Oak,TT BG 3yr Imm Cru TH,customer name,Saury Bourgogne 300L 3yr Imm Cru TH,Saury Bourgogne French Oak Hogshead 300L 3yr Immersion Cru TH,Y
7539,Saury Bourgogne,TT BG 3yr Imm Cru+,Euro,852,869,1180,1220,1145,1170,Hogshead 300L,3yr,Immersion,Cru+,mid-fine,French Oak,ex W,Bourgogne,3yr Immersion Cru+,7539,Saury Bourgogne,French Oak,TT BG 3yr Imm Cru+,customer name,Saury Bourgogne 300L 3yr Imm Cru+,Saury Bourgogne French Oak Hogshead 300L 3yr Immersion Cru+,Y
7541,Saury Bourgogne,TT BG 3yr Imm Cru+ TH,Euro,852,869,1200,1240,1165,1190,Hogshead 300L,3yr,Immersion,Cru+ TH,mid-fine,French Oak,ex W,Bourgogne,3yr Immersion Cru+ TH,7541,Saury Bourgogne,French Oak,TT BG 3yr Imm Cru+ TH,customer name,Saury Bourgogne 300L 3yr Imm Cru+ TH,Saury Bourgogne French Oak Hogshead 300L 3yr Immersion Cru+ TH,Y
6788,Saury Bourgogne FG,TT BGF 3yr House,Euro,898,917,1280,1320,1230,1260,Hogshead 300L,3yr,Fire,House,fine,French Oak,ex W,Bourgogne,FG 3yr House,6788,Saury Bourgogne,French Oak,TT BGF 3yr House,customer name,Saury Bourgogne FG 300L 3yr House,Saury Bourgogne FG French Oak Hogshead 300L 3yr Fire House,Y
6789,Saury Bourgogne FG,TT BGF 3yr House TH,Euro,898,917,1300,1340,1250,1280,Hogshead 300L,3yr,Fire,House TH,fine,French Oak,ex W,Bourgogne,FG 3yr House TH,6789,Saury Bourgogne,French Oak,TT BGF 3yr House TH,customer name,Saury Bourgogne FG 300L 3yr House TH,Saury Bourgogne FG French Oak Hogshead 300L 3yr Fire House TH,Y
6790,Saury Bourgogne FG,TT BGF 3yr ML ,Euro,898,917,1280,1320,1230,1260,Hogshead 300L,3yr,Fire,Med Long,fine,French Oak,ex W,Bourgogne,FG 3yr ML ,6790,Saury Bourgogne,French Oak,TT BGF 3yr ML ,customer name,Saury Bourgogne FG 300L 3yr ML ,Saury Bourgogne FG French Oak Hogshead 300L 3yr Fire Med Long,Y
6791,Saury Bourgogne FG,TT BGF 3yr ML TH,Euro,898,917,1300,1340,1250,1280,Hogshead 300L,3yr,Fire,Med Long TH,fine,French Oak,ex W,Bourgogne,FG 3yr ML TH,6791,Saury Bourgogne,French Oak,TT BGF 3yr ML TH,customer name,Saury Bourgogne FG 300L 3yr ML TH,Saury Bourgogne FG French Oak Hogshead 300L 3yr Fire Med Long TH,Y
7374,Saury Bourgogne FG,TT BGF 3yr Cru,Euro,898,917,1280,1320,1230,1260,Hogshead 300L,3yr,Fire,Cru,fine,French Oak,ex W,Bourgogne,FG 3yr Cru,7374,Saury Bourgogne,French Oak,TT BGF 3yr Cru,customer name,Saury Bourgogne FG 300L 3yr Cru,Saury Bourgogne FG French Oak Hogshead 300L 3yr Fire Cru,Y
7376,Saury Bourgogne FG,TT BGF 3yr Cru TH,Euro,898,917,1300,1340,1250,1280,Hogshead 300L,3yr,Fire,Cru TH,fine,French Oak,ex W,Bourgogne,FG 3yr Cru TH,7376,Saury Bourgogne,French Oak,TT BGF 3yr Cru TH,customer name,Saury Bourgogne FG 300L 3yr Cru TH,Saury Bourgogne FG French Oak Hogshead 300L 3yr Fire Cru TH,Y
7542,Saury Bourgogne FG,TT BGF 3yr Cru+,Euro,898,917,1280,1320,1230,1260,Hogshead 300L,3yr,Fire,Cru+,fine,French Oak,ex W,Bourgogne,FG 3yr Cru+,7542,Saury Bourgogne,French Oak,TT BGF 3yr Cru+,customer name,Saury Bourgogne FG 300L 3yr Cru+,Saury Bourgogne FG French Oak Hogshead 300L 3yr Fire Cru+,Y
7544,Saury Bourgogne FG,TT BGF 3yr Cru+ TH,Euro,898,917,1300,1340,1250,1280,Hogshead 300L,3yr,Fire,Cru+ TH,fine,French Oak,ex W,Bourgogne,FG 3yr Cru+ TH,7544,Saury Bourgogne,French Oak,TT BGF 3yr Cru+ TH,customer name,Saury Bourgogne FG 300L 3yr Cru+ TH,Saury Bourgogne FG French Oak Hogshead 300L 3yr Fire Cru+ TH,Y
7401,Saury Bourgogne FG,TT BGF 3yr Imm House,Euro,898,917,1280,1320,1230,1260,Hogshead 300L,3yr,Immersion,House,fine,French Oak,ex W,Bourgogne,FG 3yr Immersion House,7401,Saury Bourgogne,French Oak,TT BGF 3yr Imm House,customer name,Saury Bourgogne FG 300L 3yr Imm House,Saury Bourgogne FG French Oak Hogshead 300L 3yr Immersion House,Y
6792,Saury Bourgogne FG,TT BGF 3yr Imm House TH,Euro,898,917,1300,1340,1250,1280,Hogshead 300L,3yr,Immersion,House TH,fine,French Oak,ex W,Bourgogne,FG 3yr Immersion House TH,6792,Saury Bourgogne,French Oak,TT BGF 3yr Imm House TH,customer name,Saury Bourgogne FG 300L 3yr Imm House TH,Saury Bourgogne FG French Oak Hogshead 300L 3yr Immersion House TH,Y
7403,Saury Bourgogne FG,TT BGF 3yr Imm ML ,Euro,898,917,1280,1320,1230,1260,Hogshead 300L,3yr,Immersion,Med Long,fine,French Oak,ex W,Bourgogne,FG 3yr Immersion ML ,7403,Saury Bourgogne,French Oak,TT BGF 3yr Imm ML ,customer name,Saury Bourgogne FG 300L 3yr Imm ML ,Saury Bourgogne FG French Oak Hogshead 300L 3yr Immersion Med Long,Y
6793,Saury Bourgogne FG,TT BGF 3yr Imm ML TH,Euro,898,917,1300,1340,1250,1280,Hogshead 300L,3yr,Immersion,Med Long TH,fine,French Oak,ex W,Bourgogne,FG 3yr Immersion ML TH,6793,Saury Bourgogne,French Oak,TT BGF 3yr Imm ML TH,customer name,Saury Bourgogne FG 300L 3yr Imm ML TH,Saury Bourgogne FG French Oak Hogshead 300L 3yr Immersion Med Long TH,Y
7377,Saury Bourgogne FG,TT BGF 3yr Imm Cru ,Euro,898,917,1280,1320,1230,1260,Hogshead 300L,3yr,Immersion,Cru,fine,French Oak,ex W,Bourgogne,FG 3yr Immersion Cru,7377,Saury Bourgogne,French Oak,TT BGF 3yr Imm Cru ,customer name,Saury Bourgogne FG 300L 3yr Imm Cru,Saury Bourgogne FG French Oak Hogshead 300L 3yr Immersion Cru,Y
7378,Saury Bourgogne FG,TT BGF 3yr Imm Cru TH,Euro,898,917,1300,1340,1250,1280,Hogshead 300L,3yr,Immersion,Cru TH,fine,French Oak,ex W,Bourgogne,FG 3yr Immersion Cru TH,7378,Saury Bourgogne,French Oak,TT BGF 3yr Imm Cru TH,customer name,Saury Bourgogne FG 300L 3yr Imm Cru TH,Saury Bourgogne FG French Oak Hogshead 300L 3yr Immersion Cru TH,Y
7546,Saury Bourgogne FG,TT BGF 3yr Imm Cru+ ,Euro,898,917,1280,1320,1230,1260,Hogshead 300L,3yr,Immersion,Cru+,fine,French Oak,ex W,Bourgogne,FG 3yr Immersion Cru+,7546,Saury Bourgogne,French Oak,TT BGF 3yr Imm Cru+ ,customer name,Saury Bourgogne FG 300L 3yr Imm Cru+,Saury Bourgogne FG French Oak Hogshead 300L 3yr Immersion Cru+,Y
7547,Saury Bourgogne FG,TT BGF 3yr Imm Cru+ TH,Euro,898,917,1300,1340,1250,1280,Hogshead 300L,3yr,Immersion,Cru+ TH,fine,French Oak,ex W,Bourgogne,FG 3yr Immersion Cru+ TH,7547,Saury Bourgogne,French Oak,TT BGF 3yr Imm Cru+ TH,customer name,Saury Bourgogne FG 300L 3yr Imm Cru+ TH,Saury Bourgogne FG French Oak Hogshead 300L 3yr Immersion Cru+ TH,Y
6806,Saury Bourgogne,TC BG 3yr House,Euro,918,937,1280,1320,1235,1265,Hogshead 350L,3yr,Fire,House,mid-fine,French Oak,ex W,Bourgogne,3yr ML,6806,Saury Bourgogne,French Oak,TC BG 3yr House,customer name,Saury Bourgogne 350L 3yr House,Saury Bourgogne French Oak Hogshead 350L 3yr Fire House,Y
6807,Saury Bourgogne,TC BG 3yr ML,Euro,918,937,1280,1320,1235,1265,Hogshead 350L,3yr,Fire,Med Long,mid-fine,French Oak,ex W,Bourgogne,3yr House,6807,Saury Bourgogne,French Oak,TC BG 3yr ML,customer name,Saury Bourgogne 350L 3yr ML,Saury Bourgogne French Oak Hogshead 350L 3yr Fire Med Long,Y
6808,Saury Bourgogne,TC BG 3yr Imm House,Euro,918,937,1280,1320,1235,1265,Hogshead 350L,3yr,Immersion,House,mid-fine,French Oak,ex W,Bourgogne,3yr Imm House,6808,Saury Bourgogne,French Oak,TC BG 3yr Imm House,customer name,Saury Bourgogne 350L 3yr Imm House,Saury Bourgogne French Oak Hogshead 350L 3yr Immersion House,Y
6809,Saury Bourgogne,TC BG 3yr Imm ML,Euro,918,937,1280,1320,1235,1265,Hogshead 350L,3yr,Immersion,Med Long,mid-fine,French Oak,ex W,Bourgogne,3yr Imm ML,6809,Saury Bourgogne,French Oak,TC BG 3yr Imm ML,customer name,Saury Bourgogne 350L 3yr Imm ML,Saury Bourgogne French Oak Hogshead 350L 3yr Immersion Med Long,Y
6802,Saury Bourgogne,TC BGF 3yr House,Euro,999,1019,1410,1455,1365,1400,Hogshead 350L,3yr,Fire,House,fine,French Oak,ex W,Bourgogne,3yr House,6802,Saury Bourgogne,French Oak,TC BGF 3yr House,customer name,Saury Bourgogne 350L 3yr House,Saury Bourgogne French Oak Hogshead 350L 3yr Fire House,Y
6803,Saury Bourgogne,TC BGF 3yr Imm ML,Euro,999,1019,1415,1455,1365,1400,Hogshead 350L,3yr,Immersion,Med Long,fine,French Oak,ex W,Bourgogne,3yr Imm ML,6803,Saury Bourgogne,French Oak,TC BGF 3yr Imm ML,customer name,Saury Bourgogne 350L 3yr Imm ML,Saury Bourgogne French Oak Hogshead 350L 3yr Immersion Med Long,Y
6804,Saury Bourgogne,TC BGF 3yr Imm House,Euro,999,1019,1415,1455,1365,1400,Hogshead 350L,3yr,Immersion,House,fine,French Oak,ex W,Bourgogne,3yr Imm House,6804,Saury Bourgogne,French Oak,TC BGF 3yr Imm House,customer name,Saury Bourgogne 350L 3yr Imm House,Saury Bourgogne French Oak Hogshead 350L 3yr Immersion House,Y
6926,Saury Bourgogne,KT BG 3yr House,Euro,984,1005,1380,1425,1335,1365,Botte 400L,3yr,Fire,House,mid-fine,French Oak,ex W,Bourgogne,3yr House,6926,Saury Bourgogne,French Oak,KT BG 3yr House,customer name,Saury Bourgogne 400L 3yr House,Saury Bourgogne French Oak Botte 400L 3yr Fire House,Y
6927,Saury Bourgogne,KT BG 3yr House TH,Euro,984,1005,1445,1445,1355,1385,Botte 400L,3yr,Fire,House TH,mid-fine,French Oak,ex W,Bourgogne,3yr House TH,6927,Saury Bourgogne,French Oak,KT BG 3yr House TH,customer name,Saury Bourgogne 400L 3yr House TH,Saury Bourgogne French Oak Botte 400L 3yr Fire House TH,Y
6928,Saury Bourgogne,KT BG 3yr ML ,Euro,984,1005,1425,1425,1335,1365,Botte 400L,3yr,Fire,Med Long,mid-fine,French Oak,ex W,Bourgogne,3yr ML ,6928,Saury Bourgogne,French Oak,KT BG 3yr ML ,customer name,Saury Bourgogne 400L 3yr ML ,Saury Bourgogne French Oak Botte 400L 3yr Fire Med Long,Y
6929,Saury Bourgogne,KT BG 3yr ML TH,Euro,984,1005,1445,1445,1355,1385,Botte 400L,3yr,Fire,Med Long TH,mid-fine,French Oak,ex W,Bourgogne,3yr ML TH,6929,Saury Bourgogne,French Oak,KT BG 3yr ML TH,customer name,Saury Bourgogne 400L 3yr ML TH,Saury Bourgogne French Oak Botte 400L 3yr Fire Med Long TH,Y
9214,Saury Bourgogne,KT BG 3yr Imm House,Euro,984,1005,1425,1425,1335,1365,Botte 400L,3yr,Immersion,House,mid-fine,French Oak,ex W,Bourgogne,3yr Immersion House,9214,Saury Bourgogne,French Oak,KT BG 3yr Imm House,customer name,Saury Bourgogne 400L 3yr Imm House,Saury Bourgogne French Oak Botte 400L 3yr Immersion House,Y
9215,Saury Bourgogne,KT BG 3yr Imm House TH,Euro,984,1005,1445,1445,1355,1385,Botte 400L,3yr,Immersion,House TH,mid-fine,French Oak,ex W,Bourgogne,3yr Immersion House TH,9215,Saury Bourgogne,French Oak,KT BG 3yr Imm House TH,customer name,Saury Bourgogne 400L 3yr Imm House TH,Saury Bourgogne French Oak Botte 400L 3yr Immersion House TH,Y
9216,Saury Bourgogne,KT BG 3yr Imm ML ,Euro,984,1005,1425,1425,1335,1365,Botte 400L,3yr,Immersion,Med Long,mid-fine,French Oak,ex W,Bourgogne,3yr Immersion ML ,9216,Saury Bourgogne,French Oak,KT BG 3yr Imm ML ,customer name,Saury Bourgogne 400L 3yr Imm ML ,Saury Bourgogne French Oak Botte 400L 3yr Immersion Med Long,Y
9217,Saury Bourgogne,KT BG 3yr Imm ML TH,Euro,984,1005,1445,1445,1355,1385,Botte 400L,3yr,Immersion,Med Long TH,mid-fine,French Oak,ex W,Bourgogne,3yr Immersion ML TH,9217,Saury Bourgogne,French Oak,KT BG 3yr Imm ML TH,customer name,Saury Bourgogne 400L 3yr Imm ML TH,Saury Bourgogne French Oak Botte 400L 3yr Immersion Med Long TH,Y
9218,Saury Bourgogne FG,KT BGF 3yr House,Euro,1100,1122,1550,1600,1505,1540,Botte 400L,3yr,Fire,House,fine,French Oak,ex W,Bourgogne,3yr House,9218,Saury Bourgogne,French Oak,KT BGF 3yr House,customer name,Saury Bourgogne FG 400L 3yr House,Saury Bourgogne FG French Oak Botte 400L 3yr Fire House,Y
9219,Saury Bourgogne FG,KT BGF 3yr House TH,Euro,1100,1122,1570,1620,1525,1560,Botte 400L,3yr,Fire,House TH,fine,French Oak,ex W,Bourgogne,3yr House TH,9219,Saury Bourgogne,French Oak,KT BGF 3yr House TH,customer name,Saury Bourgogne FG 400L 3yr House TH,Saury Bourgogne FG French Oak Botte 400L 3yr Fire House TH,Y
9220,Saury Bourgogne FG,KT BGF 3yr ML ,Euro,1100,1122,1550,1600,1505,1540,Botte 400L,3yr,Fire,Med Long,fine,French Oak,ex W,Bourgogne,3yr ML ,9220,Saury Bourgogne,French Oak,KT BGF 3yr ML ,customer name,Saury Bourgogne FG 400L 3yr ML ,Saury Bourgogne FG French Oak Botte 400L 3yr Fire Med Long,Y
9221,Saury Bourgogne FG,KT BGF 3yr ML TH,Euro,1100,1122,1570,1620,1525,1560,Botte 400L,3yr,Fire,Med Long TH,fine,French Oak,ex W,Bourgogne,3yr ML TH,9221,Saury Bourgogne,French Oak,KT BGF 3yr ML TH,customer name,Saury Bourgogne FG 400L 3yr ML TH,Saury Bourgogne FG French Oak Botte 400L 3yr Fire Med Long TH,Y
9226,Saury Bourgogne FG,KT BGF 3yr Cru,Euro,1100,1122,1570,1620,1525,1560,Botte 400L,3yr,Fire,Cru,fine,French Oak,ex W,Bourgogne,3yr Cru,9226,Saury Bourgogne,French Oak,KT BGF 3yr Cru,customer name,Saury Bourgogne FG 400L 3yr  Cru,Saury Bourgogne FG French Oak Botte 400L 3yr Fire Cru,Y
